EVENT_ID,NAME_2,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,ID_0,,
10001447,BIBB CO., ,3/3/1952,2011,Tornado,0,F3,0,4,250000,0,GA,CST, , ,C,21, ,0,0, , ,4.3,400,0, ,0, , ,3/3/1952,2011,32.8,-83.68,32.78,-83.62,,,203,244,,
10000300,SCHLEY CO., ,12/5/1954,1430,Tornado,0,F2,0,4,250000,0,GA,CST, , ,C,249, ,0,0, , ,4.9,100,0, ,0, , ,12/5/1954,1430,32.18,-84.42,32.18,-84.33,,,204,244,,
9995336,PEACH CO., ,4/2/1970,520,Tornado,0,F1,0,4,25000,0,GA,CST, , ,C,225, ,0,0, , ,0.3,100,0, ,0, , ,4/2/1970,520,32.65,-83.77, , ,,,205,244,,
9996456,GRADY CO., ,12/29/1970,1000,Tornado,0,F2,0,4,2500,0,GA,CST, , ,C,131, ,0,0, , ,5.1,400,0, ,0, , ,12/29/1970,1000,30.8,-84.37,30.8,-84.28,,,206,244,,
9996473,LIBERTY CO., ,1/15/1971,1315,Tornado,0,F2,0,4,25000,0,GA,CST, , ,C,179, ,0,0, , ,0.5,100,0, ,0, , ,1/15/1971,1315,31.8,-81.6, , ,,,207,244,,
9993571,BERRIEN CO., ,4/8/1974,1815,Tornado,0,F1,0,4,250000,0,GA,CST, , ,C,19, ,0,0, , ,15.8,250,0, ,0, , ,4/8/1974,1815,31.4,-83.38,31.42,-83.12,,,208,244,,
9995215,GILMER CO., ,3/30/1977,1030,Tornado,0,F2,0,4,250000,0,GA,CST, , ,C,123, ,0,0, , ,2,100,0, ,0, , ,3/30/1977,1030,34.62,-84.5, , ,,,209,244,,
9995586,MERIWETHER CO., ,4/13/1980,1600,Tornado,0,F1,0,4,2500000,0,GA,CST, , ,C,199, ,0,0, , ,25.8,33,0, ,0, , ,4/13/1980,1600,32.92,-84.78,33.22,-84.52,,,210,244,,
9997002,APPLING CO., ,3/13/1986,1345,Tornado,0,F1,0,4,250000,0,GA,EST, , ,C,1, ,0,0, , ,0.3,100,0, ,0, , ,3/13/1986,1345,31.68,-82.35, , ,,,211,244,,
10008209,TURNER CO., ,3/2/1991,530,Tornado,0,F1,0,4,250000,0,GA,EST, , ,C,287, ,0,0, , ,0.1,50,0, ,0, , ,3/2/1991,530,31.7,-83.67, , ,,,212,244,,
10321080,PIERCE CO.,Bristol,11/7/1995,1734,Tornado,0,F1,0,4,300000,0,GA,EST, , ,C,229, ,0,0, , ,35,10,0, ,0, , ,11/7/1995,1805, , , , ,Totally destroyed a mobile home in Bristol. Damage several homes and businesses. Path was not continuous. ,,213,244,,
5585138,BULLOCH CO.,REGISTER,1/5/1997,1015,Tornado, ,F0,0,4,25000,0,GA,EST, ,2057424,C,31,CHS,0,0, , ,0.5,25, , , , ,REGISTER,1/5/1997,1020,32.37,-81.88,32.37,-81.88,,A mobile home was lifted off its foundation and demolished. A small utility trailer was thrown some distance into a plowed field.,214,244,,
5639753,FULTON CO.,SANDY SPGS,4/8/1998,2330,Tornado, ,F1,0,4,10000000,0,GA,EST, ,2074574,C,121,FFC,0,0, , ,0.5,100,3,SW,3,SW,SANDY SPGS,4/8/1998,2330,33.88,-84.42,33.88,-84.42,"The tornado continued into Fulton county before lifting temporarily. Large trees were snapped, power lines were downed and damage occurred to buildings. Four minor injuries were reported.",,215,244,,
5238095,DECATUR CO.,CLIMAX,3/15/2001,610,Tornado, ,F2,0,4,500000,0,GA,EST, ,1112362,C,87,TAE,0,0,EMERGENCY MANAGER, ,1,200,3,SSE,3,SSE,CLIMAX,3/15/2001,611,30.83333,-84.41667,30.83333,-84.4,"An F2 tornado touched down on Fewell Road in the Bell Dixon Community and tracked northeast into western Grady County.  Debris was scattered over a wide area.  Four persons were injured, one critically.  Five homes sustained roof and window damage.  Numerous trees and power lines down.  One house was destroyed and eight others were severely damaged.  A double-wide mobile home on Bell Dixon Road was lifted from its foundation and reduced to bits of debris in a neighboring field.  Reported by the Decatur County EMA and Bainbridge Post Searchlight.",,216,244,,
5424838,CHEROKEE CO.,ORANGE,9/16/2004,1655,Tornado, ,F1,0,4,300000,0,GA,EST, ,1181022,C,57,FFC,0,0,EMERGENCY MANAGER, ,1,400,2,WSW,2,WSW,ORANGE,9/16/2004,1656, , , , ,"The Cherokee County Emergency Management Director reported that a brief F1 tornado occurred at the end of a path of extensive damage caused by strong straight-lined winds.  The tornado touched down near  Georgia Highway 20, also known as Cumming Highway, near the town of White City about 8 miles east of Canton.  The tornado continued north to north-northwest, roughly centered along Jack Page Lane, for about 1 mile before lifting.  The damage path was determined to be approximately 400 yards wide.  Dozens of trees were blown down in this area in a convergent pattern.  Four people were injured on Georgia Highway 20 when trees fell on their vehicles during the tornado.  North of Georgia Highway 20 and mostly west of Jack Page Lane, six homes suffered extensive damage, mostly from fallen trees.",,217,244,,
105754,CHEROKEE CO.,LEBANON,5/20/2008,1735,Tornado, ,EF1,0,4,46000000,0,GA,EST-5, ,18050,C,57,FFC,1,1,NWS Storm Survey, ,5.87,1760,0,SSE,4,ESE,WOODSTOCK,5/20/2008,1742,34.1465,-84.5173,34.0809,-84.4523,"A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia concluded that an EF1 tornado touched down near the intersection of Interstate-575 and Sixes Road and traveled on the ground approximately 5-6 miles ending near the intersection of Georgia Highway 92 and Wigley Road.  The maximum path width of the tornado was approximately one mile wide with maximum winds estimated to be 95 mph.  The Falton Lakes Mobile Home Park sustained significant damage with substantial damage to many site-built homes also observed in the East Cherokee Drive Area.||Overall damage consisted of 60 destroyed homes, 35 of which were site-built and 25 were mobile.  Twenty-five additional mobile homes sustained minor damage.  In addition to the 35 destroyed site-built homes, 391 additional homes sustained major damage and 588 sustained minor damage.  Ten multi-family homes also received minor damage.  Minor damage occurred to ten commercial buildings.  Four school district buildings sustained major damage as well as 16 mobile school instructional units.  Hundreds of trees were down in the area and many power lines were down as well.  One indirect death to a 24-year old male and an indirect injury to a female occurred on May 29th when two very large trees fell on two vehicles.  These trees were weakened from the tornado that occurred on May 20th.","An active and very unstable northwest flow continued across the southeast United States as the polar vortex remained very strong in the northeast United States.  A disturbance rotated around the back side of the upper low into the southeast United States during the afternoon and evening.  Multiple complexes of severe thunderstorms developed across north and central Georgia during the mid to later afternoon as a result and moved southeast during the evening hours.  Large hail was the primary severe weather element observed during this outbreak, however an EF2 tornado developed in Cherokee county and caused extensive damage to hundreds of homes.  This was the 45th tornado of the spring season for north and central Georgia.",218,244,,
154425,BURKE CO.,TORBIT STATION,4/10/2009,2234,Tornado, ,EF3,0,4,3000000,0,GA,EST-5, ,26375,C,33,CAE,0,0,NWS Storm Survey, ,26.33,880,2,ESE,6,N,GIRARD,4/10/2009,2306,33.12,-82.191,33.12,-81.736,An supercell tornado tracked across Burke county and severely damaged several homes and buildings.  Numerous trees and powerlines were damaged.  There was one critical injury and several other minor injuries.,Supercell thunderstorms moved across the CSRA and produced large tornadoes.  One tornado tracked across Columbia and Richmond counties then went into Aiken county South Carolina along highway 278.  The second tornado tracked across Burke county then into lower Barnwell and Allendale counties in South Carolina. Several homes were destroyed and many had moderate to severe damage.  Widespread trees and powerlines were also down.  Total damage estimate was 3 million dollars.,219,244,,
305343,FLOYD CO.,HANEY,4/27/2011,1950,Tornado, ,EF2,0,4,5000000,0,GA,EST-5, ,50924,C,115,FFC,0,0,NWS Storm Survey, ,18.61,880,0,E,5,NE,WAX,4/27/2011,2010,34.0801,-85.3457,34.1779,-85.0425,"A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia confirmed that the EF2 tornado that originated in Cherokee county, Alabama, then crossed into extreme northwest Polk county, Georgia, continued across southern Floyd county before crossing into and eventually lifting in southwest Bartow county.  The tornado tracked entered Floyd county approximately 1.4 miles south of Cave Spring then moved to the Bartow county line approximately 7.6 miles east of Lindale.  Within Floyd county, the tornado had a path length of just under 19 miles.  The maximum path width remained at 1/2 mile with maximum winds estimated to be 125 mph.  Several homes sustained minor to moderate damage along the path of the tornado, in addition to numerous downed trees and power lines.  One home on Old Cedartown Road was completely destroyed.  There were no fatalities reported in Floyd county, but four injuries occurred at the damaged homes.||The earlier morning damaging thunderstorm wind event and this tornado in Floyd county netted 105 destroyed homes, 60 with major damage, and an additional 44 homes with minor damage.||[04/27-04/28/11: Tornado #5, County #2-3, EF2, Polk-Floyd-Bartow, 2011:014].","A highly diffluent, deep upper trough, centered across Texas, took on a negative tilt and began to rotate northeast during this period.  A strong maritime-Pacific (mP) cold front accompanied the upper trough through the mid-south into the southeast from the early morning hours of the 27th to the early morning hours of the 28th.  An intense low-level jet with winds in excess of 70 knots was noted in advance of this system and tracked across the mid-south early on the 27th, across north Alabama and north Georgia into the early morning hours of the 28th.  West-southwest winds aloft were highly diffluent and near 200 mph across this same region.  The strong low-level jet brought unseasonably, warm, moist Gulf air northward in advance of the mP cold front.  Dewpoints in the 70s and maximum temperatures in the 80s combined with the extremely strong low-level and upper jets to create an almost perfect environment for severe thunderstorms and large devastating tornadoes.  Indeed, the tornado outbreak that affected much of the eastern U.S., but particularly the south central and southeastern U.S. during this period, was unprecedented and likely the largest recorded in U.S. history.  The tornado outbreak that accompanied this combination of weather features has been termed the 2011 Super Outbreak, an outbreak even worse than the 1994 and 1974 super tornado outbreaks across the eastern U.S.  The outbreak affected the South Central, Southeast, Midwest, and even the usually less tornado prone Northeastern United States.  Over 330 tornadoes were reported during this outbreak which began on April 25th and continued into the 28th affecting 21 states from Texas to New York.  Even isolated tornadoes were noted in Canada.  Nearly 350 people died from these tornadoes, of which over 230 of these were in Alabama alone.  Four tornadoes on April 27th in Alabama and Mississippi were ranked EF5, the highest tornado damage rating on the Enhanced Fujita Scale.  On average, there is only one EF5 tornado per year in the entire U.S.||Widespread and destructive tornadoes occurred on each day of the outbreak, but April 27th was clearly one of the most prolific and destructive tornado days in U.S. history, probably only surpassed by the Tri-State outbreak of 1925 and the Tupelo-Gainesville outbreak of 1936.  The 24-hour period from 8 am April 27th to 8 a.m. April 28th is listed by the National Oceanic and Atmospheric Administration (NOAA) as the fourth deadliest tornado outbreak in U.S. history, with the 24 hours commencing April 28th at 8 a.m. as the fifth deadliest tornado day in U.S. history.  It has also been determined to be the costliest tornado outbreaks and one of the costliest natural disasters in the U.S., even after adjustments for inflation, with total damages estimated to exceed $10 billion. ||Georgia was heavily impacted by this tornado outbreak, especially the northwest part of the state which bore the brunt of the massive supercell thunderstorms producing killer tornadoes that tracked east-northeast from northern Alabama during the late evening.  All together, there were 15 tornadoes affecting 28 counties within the Peachtree City, Georgia 96-county warning area (CWA) of North and Central Georgia.  All of these occurred within a 24-hour period commencing at 8 am April 27th.  One of these tornadoes was rated an EF4, the first EF4 tornado in Georgia since the Palm Sunday outbreak in 1994.  In addition, there were also four EF3 tornadoes.  Fifteen tornado-related deaths were observed in north and central Georgia, the most tornado-related deaths within the Peachtree City, Georgia forecast area since its inception in 1994.  The previous highest tornado-related death total was 12 on March 20, 1998, when a tornado struck Gainesville, Georgia.||Finally, it should be noted that while the most significant period of severe weather during this outbreak for Georgia was from the afternoon of the 27th through the early morning hours of the 28th, there was an initial round of severe weather across northwest Georgia early on the 27th as a decaying line of severe thunderstorms moved into the region from northeast Alabama.  Widespread wind damage and even a few brief weaker tornadoes accompanied this system into the northwest counties of the state.",220,244,,
357515,GORDON CO.,PLAINVILLE,12/22/2011,1707,Tornado, ,EF3,0,4,500000,0,GA,EST-5, ,59777,C,129,FFC,0,0,NWS Storm Survey, ,9.67,880,2,ESE,2,WNW,BIG SPRING,12/22/2011,1718,34.39,-84.99,34.48,-84.86,"A damage survey conducted by the National Weather Service Forecast Office in Peachtree City, Georgia confirmed that the EF0 tornado, that initially touched down in extreme northeast Floyd county and continued across extreme northwest Bartow county, continued into Gordon county.  The tornado entered Gordon county about 2.8 miles east-southeast of Plainville before continuing on a northeastward track into central Gordon county, lifting and dissipating on the east side of Calhoun.  The tornado strengthened to an EF1 almost immediately after entering Gordon county, then to an EF3 as it approached the south side of Calhoun.  At its maximum intensity and size the tornado was determined to be 880 yards or 1/2 mile wide and had maximum winds of 150 mph.  The tornado tracked at least 10 miles through Gordon county.  As the tornado entered Gordon county, several homes along Emily Lane were damaged from falling trees just east of Plainville.  As the tornado strengthened to an EF3 near the corner of Boone Ford Road and Beason Road just south of Calhoun, were several additional homes were damaged and one was completely destroyed.  Numerous trees and power lines were also down along the path of the tornado through Gordon county, including several blocking Interstate-75 near the Bartow county line.  Four injuries were also reported from the destroyed home.||[12/22/11:  Tornado #2, County #3-3, EF3, Floyd-Bartow-Gordon, 2011:028].","A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005.",221,244,,
791719,CAMDEN CO.,ST MARYS ARPT,12/2/2018,1510,Tornado, ,EF3,0,4,0,0,GA,EST-5, ,132316,C,39,JAX,0,0,NWS Storm Survey, ,7.09,900,2,N,8,NE,ST MARYS ARPT,12/2/2018,1520,30.78,-81.55,30.82,-81.44,"National Weather Service Jacksonville Storm Survey|revealed  damage consistent with EF-3 tornado damage at Naval |Submarine Base Kings Bay, which was confirmed by a 125 knot / 144 |mph maximum wind gust measurement from a docked Coast Guard |vessel. This is the strongest tornado in recent memory within the |National Weather Service Jacksonville's area of responsibility in |southeast Georgia, northeast and north central Florida. Four |injuries were reported by officials at Naval Submarine Base Kings |Bay. The tornado continued on an east-northeast path across |Cumberland Island, beginning from Old House Creek and exiting into|the Atlantic waters just south of the Stafford Beach Campground. |The tornado path across Cumberland Island was estimated by |Cumberland Island National Seashore park rangers to be |approximately one-third to one half mile wide. Significant tree |damage occurred within the tornado path across Cumberland Island, |with no structural damage reported. The main park road and several|trails on Cumberland Island were left impassable by the tree |damage.","A lifting warm front, very saturated airmass and strong upper level dynamics ahead of a cold front created a couple waves of localized heavy rainfall across the local area from Dec. 1-2nd. A pre-frontal squall line with embedded supercell storms crossed the area during the afternoon of Dec. 2nd which triggered a few weak tornadoes.",222,244,,
1079301,TROUP CO.,LA GRANGE CALLAWY AR,1/12/2023,1534,Tornado, ,EF2,0,4,0,0,GA,EST-5, ,177365,C,285,FFC,0,0,NWS Storm Survey, ,17.91,1060,1,SSW,2,NE,MT VILLE,1/12/2023,1543,32.9927,-85.0735,33.049,-84.863,"Re-cycling from a parent supercell tracking from Chambers County (Alabama) into Troup County (Georgia), this tornado touched down just south of Callaway Airport, snapping several trees along Pegasus Pkwy. Damage quickly picked up just to the northeast approaching Whitesville Road (just north of I-85) where several one-story metal buildings had significant roof damage, along with their garage doors and windows blown in. Numerous trees in this area were either snapped or uprooted. Several power poles along Orchard Hill Road were broken off near the top. Maximum winds in this area were determined to be in the 90-100 mph range (EF-1). As the tornado continued northeast, a large warehouse building at the Vaughan Xpress transportation facility sustained significant damage. About 1/4 of the large warehouse was completely destroyed with several metal bolt anchors stretched or ripped up out of the concrete pad. Winds were estimated between 110-120 mph at this time and as it crossed I-85, a large number of trees were snapped (some near the base) or uprooted. Widespread significant damage by this strong tornado continued across the Baldwin Park community. In this location, more than 30 homes had significant damage; one and two-story homes lost major parts of the roof and upper level floors along with at least partial-collapse of exterior walls. Debris was thrown for hundreds of yards. Winds in this area likely maxed out around 120 mph, making this an EF-2 tornado. The tornado continued east-northeast, cutting down trees across Upper Big Springs Road, I-185, and Stewart Road (east of I-185). There's a fairly rural/wooded area between Stewart Road and the next road (Parmer road) about 2 miles apart but damage picked back up along Hwy 109/Greenville Road (mostly trees snapped/uprooted). The tornado then ripped through the town of Mountville, snapping and uprooting multiple medium to large trees along Trippe and College streets. A couple more trees were uprooted along Wood Road as it moved into Meriwether County. Numerous trees were down near the intersection og Keith Rd and Evans road as the damage veered right. The tornado continued across a wood area, crossing Beech Creek, with more large branches found snapped on Wilbur Keith Rd near Fox Den Rd. The giant mesocyclone continued east where the tornado merged with the ongoing Meriwether/Northwest Pike tornado near Highway 100 and Forrest Rd.","A line of strong thunderstorms moved into north and central Georgia during the afternoon through the evening on Thursday, January 12th and spawned numerous tornadoes, including several that were long track and significant. Ahead of this line, a few supercells also spawned tornadoes in portions of central and eastern Georgia.  Upon further examination of radar data and high resolution areal imagery, it was found that several tornadoes rotated around and within a larger vortex and caused the widespread damage in the area near Griffin GA, over 2 miles wide in some cases.  |The result was that as many as 4 tornadoes were on the ground simultaneously in SW Spalding County, which were rotating around the larger circulation, merging together in several cases and crossing paths. The presence of 3 mergers was identified in the reanalysis. Additional analysis revealed that wind speeds in the EF3 storm reached|as high as 155mph or high end EF3.  This confirmed a total of 14 tornadoes, including 10 which resulted from the same storm/larger mesocyclone.",223,244,,
1079317,MERIWETHER CO.,ODESSADALE,1/12/2023,1543,Tornado, ,EF2,0,4,0,0,GA,EST-5, ,177365,C,199,FFC,0,0,NWS Storm Survey, ,17.91,1060,3,NW,1,NNW,THOMPSON CROSSROAD,1/12/2023,1547,33.049,-84.863,33.083,-84.776,"Re-cycling from a parent supercell tracking from Chambers County (Alabama) into Troup County (Georgia), this tornado touched down just south of Callaway Airport, snapping several trees along Pegasus Pkwy. Damage quickly picked up just to the northeast approaching Whitesville Road (just north of I-85) where several one-story metal buildings had significant roof damage, along with their garage doors and windows blown in. Numerous trees in this area were either snapped or uprooted. Several power poles along Orchard Hill Road were broken off near the top. Maximum winds in this area were determined to be in the 90-100 mph range (EF-1). As the tornado continued northeast, a large warehouse building at the Vaughan Xpress transportation facility sustained significant damage. About 1/4 of the large warehouse was completely destroyed with several metal bolt anchors stretched or ripped up out of the concrete pad. Winds were estimated between 110-120 mph at this time and as it crossed I-85, a large number of trees were snapped (some near the base) or uprooted. Widespread significant damage by this strong tornado continued across the Baldwin Park community. In this location, more than 30 homes had significant damage; one and two-story homes lost major parts of the roof and upper level floors along with at least partial-collapse of exterior walls. Debris was thrown for hundreds of yards. Winds in this area likely maxed out around 120 mph, making this an EF-2 tornado. The tornado continued east-northeast, cutting down trees across Upper Big Springs Road, I-185, and Stewart Road (east of I-185). There's a fairly rural/wooded area between Stewart Road and the next road (Parmer road) about 2 miles apart but damage picked back up along Hwy 109/Greenville Road (mostly trees snapped/uprooted). The tornado then ripped through the town of Mountville, snapping and uprooting multiple medium to large trees along Trippe and College streets. A couple more trees were uprooted along Wood Road as it moved into Meriwether County. Numerous trees were down near the intersection of Keith Rd and Evans road as the damage veered right. The tornado continued across a wood area, crossing Beech Creek, with more large branches found snapped on Wilbur Keith Rd near Fox Den Rd. The giant mesocyclone continued east where the tornado merged with the ongoing Meriwether/Northwest Pike tornado near Highway 100 and Forrest Rd.","A line of strong thunderstorms moved into north and central Georgia during the afternoon through the evening on Thursday, January 12th and spawned numerous tornadoes, including several that were long track and significant. Ahead of this line, a few supercells also spawned tornadoes in portions of central and eastern Georgia.  Upon further examination of radar data and high resolution areal imagery, it was found that several tornadoes rotated around and within a larger vortex and caused the widespread damage in the area near Griffin GA, over 2 miles wide in some cases.  |The result was that as many as 4 tornadoes were on the ground simultaneously in SW Spalding County, which were rotating around the larger circulation, merging together in several cases and crossing paths. The presence of 3 mergers was identified in the reanalysis. Additional analysis revealed that wind speeds in the EF3 storm reached|as high as 155mph or high end EF3.  This confirmed a total of 14 tornadoes, including 10 which resulted from the same storm/larger mesocyclone.",224,244,,
10001445,BANKS CO., ,2/29/1952,1930,Tornado,0,F2,0,3,250000,0,GA,CST, , ,C,11, ,0,0, , ,9.4,300,0, ,0, , ,2/29/1952,1930,34.37,-83.58,34.37,-83.42,,,225,244,,
10001455,MARION CO., ,4/30/1953,1400,Tornado,0,F2,0,3,25000,0,GA,CST, , ,C,197, ,0,0, , ,0.3,20,0, ,0, , ,4/30/1953,1400,32.33,-84.5, , ,,,226,244,,
9995809,WORTH CO., ,12/25/1964,1430,Tornado,0,F2,0,3,250000,0,GA,CST, , ,C,321, ,0,0, , ,5.4,300,0, ,0, , ,12/25/1964,1430,31.52,-83.73,31.53,-83.65,,,227,244,,
9995837,FULTON CO., ,5/20/1965,1415,Tornado,0,F0,0,3,2500,0,GA,CST, , ,C,121, ,0,0, , ,0.2,27,0, ,0, , ,5/20/1965,1415,33.7,-84.47, , ,,,228,244,,
9997494,CRISP CO., ,7/2/1967,1845,Tornado,0,F1,0,3,2500,0,GA,CST, , ,C,81, ,0,0, , ,0.5,27,0, ,0, , ,7/2/1967,1845,31.9,-83.77, , ,,,229,244,,
9997579,TATTNALL CO., ,4/23/1971,1930,Tornado,0,F2,0,3,25000,0,GA,CST, , ,C,267, ,0,0, , ,5.6,100,0, ,0, , ,4/23/1971,1930,32,-81.97,32.03,-81.88,,,230,244,,
9995629,DECATUR CO., ,1/13/1972,645,Tornado,0,F2,0,3,25000,0,GA,CST, , ,C,87, ,0,0, , ,2,300,0, ,0, , ,1/13/1972,645,30.73,-84.65, , ,,,231,244,,
9993537,GILMER CO., ,4/3/1974,1200,Tornado,0,F2,0,3,2500000,0,GA,CST, , ,C,123, ,0,0, , ,12.6,200,0, ,0, , ,4/3/1974,1200,34.68,-84.5,34.82,-84.35,,,232,244,,
9995752,FLOYD CO., ,3/24/1975,630,Tornado,0,F1,0,3,250000,0,GA,CST, , ,C,115, ,0,0, , ,36.1,150,0, ,0, , ,3/24/1975,630,34.33,-85.07,34.57,-84.5,,,233,244,,
9996654,MUSCOGEE CO., ,5/1/1978,730,Tornado,0,F2,0,3,2500000,0,GA,CST, , ,C,215, ,0,0, , ,8.9,150,0, ,0, , ,5/1/1978,730,32.48,-84.98,32.5,-84.83,,,234,244,,
9997150,BACON CO., ,2/22/1983,1705,Tornado,0,F1,0,3,250000,0,GA,CST, , ,C,5, ,0,0, , ,4,300,0, ,0, , ,2/22/1983,1705,31.53,-82.45,31.58,-82.43,,,235,244,,
9993728,WHITFIELD CO., ,5/19/1983,1800,Tornado,0,F1,0,3,250000,0,GA,CST, , ,C,313, ,0,0, , ,0.5,30,0, ,0, , ,5/19/1983,1800,34.75,-84.9, , ,,,236,244,,
9994884,COLQUITT CO., ,12/5/1983,1915,Tornado,0,F1,0,3,30,0,GA,CST, , ,C,71, ,0,0, , ,10,80,0, ,0, , ,12/5/1983,1915,31.2,-83.93,31.23,-83.8,,,237,244,,
9996337,TOOMBS CO., ,5/3/1984,1200,Tornado,0,F1,0,3,2500000,0,GA,CST, , ,C,279, ,0,0, , ,3,100,0, ,0, , ,5/3/1984,1200,32.2,-82.28,32.23,-82.25,,,238,244,,
9997419,DECATUR CO., ,4/18/1988,1940,Tornado,0,F2,0,3,2500000,0,GA,EST, , ,C,87, ,0,0, , ,2.7,80,0, ,0, , ,4/18/1988,1940,30.9,-84.65, , ,,,239,244,,
9994124,HABERSHAM CO., ,4/4/1989,1430,Tornado,0,F2,0,3,2500000,0,GA,EST, , ,C,137, ,0,0, , ,8,50,0, ,0, , ,4/4/1989,1430,34.5,-83.57,34.6,-83.45,,,240,244,,
9993891,HABERSHAM CO., ,11/15/1989,1830,Tornado,0,F3,0,3,2500000,0,GA,CST, , ,C,137, ,0,0, , ,8,1760,0, ,0, , ,11/15/1989,1830,34.62,-83.6,34.7,-83.5,,,241,244,,
10009336,COBB CO., ,4/27/1991,1645,Tornado,0,F0,0,3,250000,0,GA,EST, , ,C,67, ,0,0, , ,0.2,30,0, ,0, , ,4/27/1991,1645,34.07,-84.52, , ,,,242,244,,
10010594,SPALDING CO., ,11/22/1992,1304,Tornado,0,F2,0,3,2500000,0,GA,EST, , ,C,255, ,0,0, , ,7,100,0, ,0, , ,11/22/1992,1304,33.28,-84.42,33.35,-84.32,,,243,244,,
10319426,COBB CO.,Lost Mountain to,2/21/1993,2115,Tornado,0,F3,0,3,50000000,0,GA,EST, , ,C,67, ,0,0, , ,8,880,0, ,0, , ,2/21/1993,2115,33.93,-84.7,33.9,-84.5,"The tornado touched down near Lost Mountain in Western Cobb County and proceded on an east southeat path across rural portions of the county, initially uprooting mainly trees and downing power lines.  As the tornado moved over Marietta it touched down and caused severe damage to two condominium complexes, a large strip shopping center, and several apartment complexes.  Over 400 condominiums, apartments, businesses, and mobile homes sustained damage from the tornado.  Of the 400 structures damaged, 113 were mobile homes. 
In Marietta, several mobile home parks were severely damaged near Dobbins Air Force Base.  Several businesses and industrial parks in Marietta sustained major damage.  Box cars were pushed off railroad tracks.  Numerous trees, poles, and power lines were downed which caused extensive power outages.  Many of the trees were twisted or snapped in half.  Over 9,100 Marietta Georgia Power customers lost their power as a result of the tornado.  ",,244,244,,
10321355,WALTON CO.,Conyers,6/27/1994,700,Tornado,0,F1,0,3,5000000,0,GA,EST, , ,C,297, ,0,0, , ,10,75,5,N,0, ,Walnut Grove,6/27/1994,715, , , , ,"A tornado touched down along Georgia Highway 20 near Mt. Zion Road, five miles north of Conyers where two large houses were leveled.  The tornado lifted and descended several times at it moved east across rural Rockdale County.  Numerous trees, power lines and poles were downed from the tornadic winds along its path.  The tornado cross Georgia Highway 138, seven miles north- east of Conyers were it moderately damaged four homes before dissipating.  A total of 30 homes and buildings were damaged of which six homes were totally destroyed.  
Three people were injured, primarily from fallen or wind blown debris.  
Nearly 200 residences and businesses were without power in the affected areas due to downed power lines. ",,245,244,,
